"Topic","Sentiment","TweetDate","TweetText"
"apple","positive","Tue Oct 18 17:01:58 +0000 2011","Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."
"apple","positive","Tue Oct 18 15:56:32 +0000 2011","@DailyDealChat @apple Thanks!!"
"apple","positive","Tue Oct 18 15:50:05 +0000 2011","iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes"
"apple","positive","Tue Oct 18 15:48:32 +0000 2011","@apple..good ipad"
"apple","positive","Tue Oct 18 15:41:41 +0000 2011","@apple @siri is efffing amazing!!"
"apple","positive","Tue Oct 18 15:30:15 +0000 2011","Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM"
"apple","positive","Tue Oct 18 15:14:30 +0000 2011","We're one of a few Featured Education Apps on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
"apple","positive","Tue Oct 18 15:13:40 +0000 2011","When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered "
"apple","positive","Tue Oct 18 15:12:22 +0000 2011","We did an unexpected workshop for the "
"apple","positive","Tue Oct 18 15:05:11 +0000 2011","&lt;3 "
"apple","positive","Tue Oct 18 15:01:37 +0000 2011","---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?"
"apple","positive","Tue Oct 18 14:45:01 +0000 2011","RT @imightbewrong: I'm OVER people bitching about the "
"apple","positive","Tue Oct 18 14:24:38 +0000 2011","I'm OVER people bitching about the "
"apple","positive","Tue Oct 18 14:21:47 +0000 2011","@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN"
"apple","positive","Tue Oct 18 13:24:57 +0000 2011","At the bus with my iPhone ;) thxx @apple"
"apple","positive","Tue Oct 18 13:12:27 +0000 2011","@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app."
"apple","positive","Tue Oct 18 11:50:18 +0000 2011","NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG "
"apple","positive","Tue Oct 18 11:20:05 +0000 2011","@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! "
"apple","positive","Tue Oct 18 08:29:38 +0000 2011","@blackberry is like the "
"apple","positive","Tue Oct 18 07:18:51 +0000 2011","@bkad5161 than apologize to @apple ;)"
"apple","positive","Tue Oct 18 06:30:27 +0000 2011","@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX"
"apple","positive","Tue Oct 18 06:18:01 +0000 2011","Lmfao look at the argument I had with Siri !! @ijustine @apple http://t.co/D4VjL7SI"
"apple","positive","Tue Oct 18 05:15:18 +0000 2011","Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple "
"apple","positive","Tue Oct 18 04:12:45 +0000 2011","Save me from "
"apple","positive","Tue Oct 18 03:41:23 +0000 2011","Well @apple fixed my "
"apple","positive","Tue Oct 18 03:15:59 +0000 2011","Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -"
"apple","positive","Tue Oct 18 03:02:26 +0000 2011","you are so blessed. @apple"
"apple","positive","Tue Oct 18 02:06:26 +0000 2011","#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple"
"apple","positive","Tue Oct 18 02:05:18 +0000 2011","Well at least the @apple store has amazing call waiting music! "
"apple","positive","Tue Oct 18 01:18:05 +0000 2011","loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology"
"apple","positive","Tue Oct 18 00:49:03 +0000 2011","I'm loving this new IOS5 update :) @apple"
"apple","positive","Tue Oct 18 00:42:22 +0000 2011","Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ..."
"apple","positive","Mon Oct 17 23:59:19 +0000 2011","Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple."
"apple","positive","Mon Oct 17 23:37:29 +0000 2011","hey @apple I hate my computer i need a "
"apple","positive","Mon Oct 17 23:26:52 +0000 2011","Thank you @apple. My new gf(iphone4s) is great!  She does everything!"
"apple","positive","Mon Oct 17 22:38:18 +0000 2011","@apple loving the new IOS5 upgrade for the iPhone!"
"apple","positive","Mon Oct 17 22:34:31 +0000 2011","The nice @apple tech support guy fixed my iTouch =D"
"apple","positive","Mon Oct 17 22:33:41 +0000 2011","Once again getting great customer service from the @apple store at millenia mall."
"apple","positive","Mon Oct 17 22:17:59 +0000 2011","Is it just me or is "
"apple","positive","Mon Oct 17 22:17:57 +0000 2011","I love our @apple imac even though I haven't seen my hubby in 3 days now! "
"apple","positive","Mon Oct 17 22:08:32 +0000 2011","making the switch from @Android to @Apple "
"apple","positive","Mon Oct 17 21:37:21 +0000 2011","So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!"
"apple","positive","Mon Oct 17 21:02:16 +0000 2011","New macbook is too sick @apple"
"apple","positive","Mon Oct 17 21:01:10 +0000 2011","Play on ma man. Loving the camera in the "
"apple","positive","Mon Oct 17 20:39:00 +0000 2011","So yeah... @apple "
"apple","positive","Mon Oct 17 20:08:14 +0000 2011","@Apple Safari Reader owns the worldwide web"
"apple","positive","Mon Oct 17 19:38:59 +0000 2011","I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out"
"apple","positive","Mon Oct 17 18:55:11 +0000 2011","Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)"
"apple","positive","Mon Oct 17 18:32:14 +0000 2011","i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple "
"apple","positive","Mon Oct 17 18:20:38 +0000 2011","Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w"
"apple","positive","Mon Oct 17 18:02:41 +0000 2011","Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple."
"apple","positive","Mon Oct 17 16:56:46 +0000 2011","4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!"
"apple","positive","Mon Oct 17 15:44:16 +0000 2011","@iancollinsuk @apple I like what you did there...!"
"apple","positive","Mon Oct 17 15:39:14 +0000 2011","I just sent my grandma a post card using my "
"apple","positive","Mon Oct 17 14:54:56 +0000 2011","@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to Will it blend? Glad to hear it's still alive."
"apple","positive","Mon Oct 17 14:52:14 +0000 2011","Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple"
"apple","positive","Mon Oct 17 14:25:04 +0000 2011","God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)"
"apple","positive","Mon Oct 17 13:26:21 +0000 2011","Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)"
"apple","positive","Mon Oct 17 13:21:42 +0000 2011","Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking."
"apple","positive","Mon Oct 17 13:15:57 +0000 2011","One word - "
"apple","positive","Mon Oct 17 12:22:34 +0000 2011","This good here iPhone will do me VERY well today. Thanks to the gods that are @apple."
"apple","positive","Mon Oct 17 11:53:42 +0000 2011","RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! "
"apple","positive","Mon Oct 17 11:49:20 +0000 2011","Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! "
"apple","positive","Mon Oct 17 11:46:32 +0000 2011","Love "
"apple","positive","Mon Oct 17 11:39:02 +0000 2011","Updated my iOS and started using cloud services. Pretty bad ass @apple my "
"apple","positive","Mon Oct 17 08:27:01 +0000 2011","Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone"
"apple","positive","Mon Oct 17 07:46:17 +0000 2011","@apple your simply the best."
"apple","positive","Mon Oct 17 04:47:03 +0000 2011","I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: "
"apple","positive","Mon Oct 17 00:19:37 +0000 2011","S/O to @apple for replacing my phone for free"
"apple","positive","Mon Oct 17 00:00:13 +0000 2011","Loving the new iPod update @apple"
"apple","positive","Sun Oct 16 23:39:51 +0000 2011","@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri."
"apple","positive","Sun Oct 16 23:26:28 +0000 2011","RT @tomkeene Thx @instagram Thx @apple "
"apple","positive","Sun Oct 16 23:25:12 +0000 2011","@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed"
"apple","positive","Sun Oct 16 23:19:14 +0000 2011","Thx @instagram Thx @apple "
"apple","positive","Sun Oct 16 23:04:09 +0000 2011","Loving my new "
"apple","positive","Sun Oct 16 22:34:27 +0000 2011","@apple the iPhone 4s is great "
"apple","positive","Sun Oct 16 22:28:08 +0000 2011","@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is "
"apple","positive","Sun Oct 16 21:45:48 +0000 2011","Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple."
"apple","positive","Sun Oct 16 21:17:17 +0000 2011","@apple Siri is amazing"
"apple","positive","Sun Oct 16 21:10:33 +0000 2011","@rygurl you need an @apple iphone4S with Siri!"
"apple","positive","Sun Oct 16 21:00:07 +0000 2011","Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple"
"apple","positive","Sun Oct 16 20:42:33 +0000 2011","just my man @apple store in @schaumburg, whoops!!!!😁"
"apple","positive","Sun Oct 16 20:19:39 +0000 2011","So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac"
"apple","positive","Sun Oct 16 20:08:17 +0000 2011","I ♥ @Apple http://t.co/a8on3IAa"
"apple","positive","Sun Oct 16 20:00:25 +0000 2011","@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry"
"apple","positive","Sun Oct 16 19:21:45 +0000 2011","Loving "
"apple","positive","Sun Oct 16 19:03:18 +0000 2011","RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}"
"apple","positive","Sun Oct 16 18:52:18 +0000 2011","Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge"
"apple","positive","Sun Oct 16 18:43:45 +0000 2011","@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??"
"apple","positive","Sun Oct 16 18:06:17 +0000 2011","@apple by far the best iPod and first time iPhone ever.... Good job guys"
"apple","positive","Sun Oct 16 18:03:51 +0000 2011","Thank you Steve @apple store 5th av. http://t.co/nSAisriP"
"apple","positive","Sun Oct 16 17:44:31 +0000 2011","@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?"
"apple","positive","Sun Oct 16 17:26:49 +0000 2011","@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done."
"apple","positive","Sun Oct 16 17:05:50 +0000 2011","RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ..."
"apple","positive","Sun Oct 16 16:33:41 +0000 2011","Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s"
"apple","positive","Sun Oct 16 15:38:43 +0000 2011","Welcome to the twitter world @MarkStuver. This is due to "
"apple","positive","Sun Oct 16 14:55:16 +0000 2011","Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D"
"apple","positive","Sun Oct 16 13:23:10 +0000 2011","RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple"
"apple","positive","Sun Oct 16 13:21:16 +0000 2011","the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple"
"apple","positive","Sun Oct 16 12:23:02 +0000 2011","It would have taken me 15 mins to write this with my "
"apple","positive","Sun Oct 16 11:53:12 +0000 2011","RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple"
"apple","positive","Sun Oct 16 11:46:04 +0000 2011","@RickySinghPT got a new backside for my eye phone! V impressed with @apple"
"apple","positive","Sun Oct 16 10:48:08 +0000 2011","_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6 @Apple present... http://t.co/DBbWSDpx"
"apple","positive","Sun Oct 16 09:21:22 +0000 2011","Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple"
"apple","positive","Sun Oct 16 09:20:11 +0000 2011","@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required"
"apple","positive","Sun Oct 16 08:57:11 +0000 2011","New iOS 5 update is THE BEST. iloveyou @apple"
"apple","positive","Sun Oct 16 06:33:31 +0000 2011","Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson."
"apple","positive","Sun Oct 16 06:17:19 +0000 2011","I absolutely love my iPhone 4S. Thank you, Steve and @apple."
"apple","positive","Sun Oct 16 04:10:17 +0000 2011","@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. "
"apple","positive","Sun Oct 16 03:07:40 +0000 2011","Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature"
"apple","positive","Sun Oct 16 02:48:13 +0000 2011","Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple."
"apple","positive","Sun Oct 16 02:47:19 +0000 2011","@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!"
"apple","positive","Sat Oct 15 22:52:56 +0000 2011","RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO"
"apple","positive","Sat Oct 15 22:32:14 +0000 2011","I am crazy about "
"apple","positive","Sat Oct 15 22:13:53 +0000 2011",".@apple thanks for fixing this... http://t.co/wTj1ogDO"
"apple","positive","Sat Oct 15 22:01:57 +0000 2011","Hell yes!!! Got my contacts back!!  Thanks @apple"
"apple","positive","Sat Oct 15 21:16:31 +0000 2011","RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE"
"apple","positive","Sat Oct 15 20:52:23 +0000 2011","@apple has changed life."
"apple","positive","Sat Oct 15 20:39:54 +0000 2011","Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!"
"apple","positive","Sat Oct 15 18:47:41 +0000 2011","@jonsibley Actually, the @Apple  mouse is pretty sweet man."
"apple","positive","Sat Oct 15 18:40:51 +0000 2011","The "
"apple","positive","Sat Oct 15 17:40:13 +0000 2011","Finally got the @apple IPhone thanks to @sprint getting with the times"
"apple","positive","Sat Oct 15 16:17:30 +0000 2011","Just downloaded IOS 5. It's better than I expected! "
"apple","positive","Sat Oct 15 15:54:04 +0000 2011","@Apple: Siri is amazing!!! I'm in love!"
"apple","positive","Sat Oct 15 11:04:38 +0000 2011","Love love love iOS 5!! @apple"
"apple","negative","Tue Oct 18 22:06:03 +0000 2011","RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ..."
"apple","negative","Tue Oct 18 22:00:04 +0000 2011","RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
"apple","negative","Tue Oct 18 21:58:36 +0000 2011","@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
"apple","negative","Tue Oct 18 21:55:23 +0000 2011","THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE"
"apple","negative","Tue Oct 18 21:35:44 +0000 2011","@apple why my tunes no go on my iPhone? iPhone lonely without them. silly "
"apple","negative","Tue Oct 18 21:33:28 +0000 2011","@apple needs to hurry up and release "
"apple","negative","Tue Oct 18 21:29:54 +0000 2011","Why is  "
"apple","negative","Tue Oct 18 21:26:36 +0000 2011","I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple"
"apple","negative","Tue Oct 18 21:23:22 +0000 2011","@apple AirDrop #fail - Immediate declined your request. every time"
"apple","negative","Tue Oct 18 21:22:14 +0000 2011","good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 "
"apple","negative","Tue Oct 18 21:12:51 +0000 2011","RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s"
"apple","negative","Tue Oct 18 21:11:59 +0000 2011","Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s"
"apple","negative","Tue Oct 18 21:11:24 +0000 2011","The one "
"apple","negative","Tue Oct 18 20:53:55 +0000 2011","Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple"
"apple","negative","Tue Oct 18 20:30:14 +0000 2011","@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no Authorize this computer button."
"apple","negative","Tue Oct 18 20:26:25 +0000 2011","@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!"
"apple","negative","Tue Oct 18 20:24:22 +0000 2011","FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO."
"apple","negative","Tue Oct 18 20:21:11 +0000 2011","Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please."
"apple","negative","Tue Oct 18 20:15:56 +0000 2011","OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS"
"apple","negative","Tue Oct 18 20:08:32 +0000 2011","@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise… why doesn't it just auto-authorise it when I sign into iTunes? Grrrr..."
"apple","negative","Tue Oct 18 20:04:28 +0000 2011","Seriously - I have absolutely no offing clue what @Apple means by authorization, nor how to do it."
"apple","negative","Tue Oct 18 20:03:47 +0000 2011","Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? You must authorize this computer…"
"apple","negative","Tue Oct 18 19:51:55 +0000 2011","shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild."
"apple","negative","Tue Oct 18 19:40:03 +0000 2011","Love @apple downloads. 4 hours and i-pad now wonky! "
"apple","negative","Tue Oct 18 19:37:56 +0000 2011","Dear @apple My new Air is now a notbook since your update killed "
"apple","negative","Tue Oct 18 19:34:06 +0000 2011","It would be great If @Apple would send my new phone. "
"apple","negative","Tue Oct 18 19:21:10 +0000 2011","@apple thank you for ruining my 3GS with "
"apple","negative","Tue Oct 18 19:02:52 +0000 2011","So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?"
"apple","negative","Tue Oct 18 19:00:17 +0000 2011","You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?"
"apple","negative","Tue Oct 18 18:18:19 +0000 2011","So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple"
"apple","negative","Tue Oct 18 18:07:35 +0000 2011","What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable."
"apple","negative","Tue Oct 18 18:05:41 +0000 2011","@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em"
"apple","negative","Tue Oct 18 18:05:34 +0000 2011","Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise"
"apple","negative","Tue Oct 18 18:02:49 +0000 2011","@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :("
"apple","negative","Tue Oct 18 18:01:25 +0000 2011","@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily."
"apple","negative","Tue Oct 18 17:51:05 +0000 2011","Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. "
"apple","negative","Tue Oct 18 17:40:32 +0000 2011","@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO"
"apple","negative","Tue Oct 18 17:25:25 +0000 2011","Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit."
"apple","negative","Tue Oct 18 17:10:33 +0000 2011","@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv"
"apple","negative","Tue Oct 18 17:08:35 +0000 2011","Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!"
"apple","negative","Tue Oct 18 17:07:35 +0000 2011","@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the newest model are suckers..."
"apple","negative","Tue Oct 18 16:31:29 +0000 2011","@APPLE Wow @MOTOROLA Just crushed your dreams...."
"apple","negative","Tue Oct 18 16:18:30 +0000 2011","Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"
"apple","negative","Tue Oct 18 16:04:31 +0000 2011","@apple,  No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now"
"apple","negative","Tue Oct 18 15:53:51 +0000 2011","WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!"
"apple","negative","Tue Oct 18 15:50:56 +0000 2011","@Steelo254 yea! I pre-order through @apple and they sorry too just like "
"apple","negative","Tue Oct 18 15:49:41 +0000 2011","Interesting... @apple now requires you to have a reservation ?         "
"apple","negative","Tue Oct 18 15:38:08 +0000 2011","@apple why is my iPhone battery so crappy "
"apple","negative","Tue Oct 18 15:33:37 +0000 2011","My @Apple @macbook keyboard will not type :("
"apple","negative","Tue Oct 18 14:56:19 +0000 2011","Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber"
"apple","negative","Tue Oct 18 14:52:13 +0000 2011","@apple, your new Save a Version function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world"
"apple","negative","Tue Oct 18 14:42:07 +0000 2011","I hate my @apple computer.  Thats 3500 dollars down the drain."
"apple","negative","Tue Oct 18 14:23:30 +0000 2011","@apple my iPhone is charging very slowly!!!!!"
"apple","negative","Tue Oct 18 14:11:33 +0000 2011","@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2"
"apple","negative","Tue Oct 18 14:03:23 +0000 2011","@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!"
"apple","negative","Tue Oct 18 13:43:33 +0000 2011","@Apple iTunes is the worst program ever. For such a great phone, you make some awful software."
"apple","negative","Tue Oct 18 13:08:51 +0000 2011","@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!"
"apple","negative","Tue Oct 18 12:58:35 +0000 2011","@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do."
"apple","negative","Tue Oct 18 12:53:47 +0000 2011","I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm"
"apple","negative","Tue Oct 18 11:27:58 +0000 2011","Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! "
"apple","negative","Tue Oct 18 11:25:43 +0000 2011","Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because "
"apple","negative","Tue Oct 18 10:30:14 +0000 2011","@apple "
"apple","negative","Tue Oct 18 10:18:00 +0000 2011","Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My "
"apple","negative","Tue Oct 18 10:08:32 +0000 2011","Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!"
"apple","negative","Tue Oct 18 09:03:39 +0000 2011","Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???"
"apple","negative","Tue Oct 18 06:53:05 +0000 2011","fuck u @apple"
"apple","negative","Tue Oct 18 06:52:44 +0000 2011","oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it"
"apple","negative","Tue Oct 18 06:51:49 +0000 2011","why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple"
"apple","negative","Tue Oct 18 06:51:41 +0000 2011",". if u need me just text me o wait u i wont get it cuz @apple fucks me every time "
"apple","negative","Tue Oct 18 06:28:37 +0000 2011","iMessage doesn't show the time a message was sent, annoying @apple"
"apple","negative","Tue Oct 18 05:25:51 +0000 2011","Like @apple da fuck is this shit?  http://t.co/nb4DHlSg"
"apple","negative","Tue Oct 18 05:10:37 +0000 2011","Damn it @Apple!! Whatchu done to my phone??"
